username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
WhiteHouse,2023-07-04 01:00:01+00:00,4,Republicans vs democrats,0.5090828,neutral,0.6077057719230652,anticipation,0.4498409926891327,5.0,Border/community/family,0.26183665,Want a special look at the view of the fireworks from the White House tomorrow? Text “Fireworks” to @POTUS at (302) 404-0880. https://t.co/RBn6ZTZRNn,want special look view firework white house tomorrow text firework,"[('house', [4, 6]), ('view', [4, 6]), ('text', [4, 6]), ('look', [4, 6]), ('white', [4, 5]), ('want', [4, 6]), ('special', [4, 6]), ('tomorrow', [6, 4]), ('firework', [5])]","[('house', ['Republicans vs democrats', 'Election/debate']), ('view', ['Republicans vs democrats', 'Election/debate']), ('text', ['Republicans vs democrats', 'Election/debate']), ('look', ['Republicans vs democrats', 'Election/debate']), ('white', ['Republicans vs democrats', 'Border/community/family']), ('want', ['Republicans vs democrats', 'Election/debate']), ('special', ['Republicans vs democrats', 'Election/debate']), ('tomorrow', ['Election/debate', 'Republicans vs democrats']), ('firework', ['Border/community/family'])]"
jamesrhenson,2023-07-04 17:15:51+00:00,4,Republicans vs democrats,0.9564172,negative,0.6199496388435364,disgust,0.5013163089752197,,,,"RT @New: In a late-night statement, Paxton lawyer Tony Buzbee says Paxton refuses to testify in his Senate impeachment trial “Paxton will not dignify the illegal House action by testifying” #txlege",late night statement paxton lawyer tony buzbee say paxton refuse testify senate impeachment trial paxton dignify illegal house action testifying,"[('statement', [4]), ('action', [4]), ('house', [4]), ('testify', [4]), ('late', [4]), ('say', [4]), ('testifying', [4]), ('illegal', [4]), ('tony', [4]), ('impeachment', [4]), ('night', [4]), ('senate', [4]), ('refuse', [4]), ('paxton', [4]), ('trial', [4]), ('lawyer', [4]), ('buzbee', [4]), ('dignify', [4])]","[('statement', ['Republicans vs democrats']), ('action', ['Republicans vs democrats']), ('house', ['Republicans vs democrats']), ('testify', ['Republicans vs democrats']), ('late', ['Republicans vs democrats']), ('say', ['Republicans vs democrats']), ('testifying', ['Republicans vs democrats']), ('illegal', ['Republicans vs democrats']), ('tony', ['Republicans vs democrats']), ('impeachment', ['Republicans vs democrats']), ('night', ['Republicans vs democrats']), ('senate', ['Republicans vs democrats']), ('refuse', ['Republicans vs democrats']), ('paxton', ['Republicans vs democrats']), ('trial', ['Republicans vs democrats']), ('lawyer', ['Republicans vs democrats']), ('buzbee', ['Republicans vs democrats']), ('dignify', ['Republicans vs democrats'])]"
jayrosen_nyu,2023-07-04 17:21:37+00:00,4,Republicans vs democrats,0.5122073,negative,0.6194755434989929,anger,0.7264538407325745,6.0,Election/debate,0.26534742,I wish I subscribed to a New York Times which led with the fact that Republicans in Congress have no grounds on which to impeach Biden (but they want to anyway...) instead of a New York Times focused on divisions among them and assorted maneuvers therein. https://t.co/hzi0J3rbEJ,wish subscribed york time led fact republican congress ground impeach biden want instead york time focused division assorted maneuver,"[('biden', [4, 6]), ('congress', [4, 6]), ('instead', [4, 6]), ('time', [4, 6]), ('republican', [4, 6]), ('fact', [4, 6]), ('division', [6, 4]), ('want', [4, 6]), ('york', [4, 6]), ('focused', [6, 4]), ('ground', [4, 6]), ('impeach', [6]), ('led', [4, 8]), ('wish', [4, 6]), ('maneuver', [8]), ('subscribed', [3]), ('assorted', [6, 4])]","[('biden', ['Republicans vs democrats', 'Election/debate']), ('congress', ['Republicans vs democrats', 'Election/debate']), ('instead', ['Republicans vs democrats', 'Election/debate']), ('time', ['Republicans vs democrats', 'Election/debate']), ('republican', ['Republicans vs democrats', 'Election/debate']), ('fact', ['Republicans vs democrats', 'Election/debate']), ('division', ['Election/debate', 'Republicans vs democrats']), ('want', ['Republicans vs democrats', 'Election/debate']), ('york', ['Republicans vs democrats', 'Election/debate']), ('focused', ['Election/debate', 'Republicans vs democrats']), ('ground', ['Republicans vs democrats', 'Election/debate']), ('impeach', ['Election/debate']), ('led', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('wish', ['Republicans vs democrats', 'Election/debate']), ('maneuver', ['Infrastructure/job/energy']), ('subscribed', ['News/radio/livestream']), ('assorted', ['Election/debate', 'Republicans vs democrats'])]"
bhweingarten,2023-07-04 19:40:24+00:00,4,Republicans vs democrats,0.49652424,neutral,0.6773051023483276,anger,0.3660902976989746,6.0,Election/debate,0.21664156,"BIG BREAKING: On July 4th, in the most important free speech case to date challenging the mass public-private censorship regime imposed on America — Missouri v. Biden — a bombshell ruling for the plaintiffs just dropped. Judge Terry Doughty declares motion for preliminary injunction against government speech police GRANTED in part. “The Plaintiffs are likely to succeed on the merits in establishing that the Government has used its power to silence the opposition…The Plaintiffs have presented substantial evidence in support of their claims that they were the victims of a far-reaching and widespread censorship campaign.” https://t.co/BS2bjPoKD3",big july  important free speech case date challenging mass public private censorship regime imposed america missouri  biden bombshell ruling plaintiff dropped judge terry doughty declares motion preliminary injunction government speech police granted plaintiff likely succeed merit establishing government power silence oppositionthe plaintiff presented substantial evidence support claim victim far reaching widespread censorship campaign,"[('biden', [4, 6]), ('speech', [4, 6]), ('support', [4, 6]), ('america', [4, 6]), ('evidence', [4]), ('police', [4, 5]), ('claim', [4, 1]), ('power', [4, 6]), ('government', [4, 1]), ('victim', [4, 5]), ('important', [4, 6]), ('far', [4, 6]), ('likely', [6, 4]), ('date', [6, 4]), ('big', [4, 6]), ('mass', [2, 5]), ('case', [4, 6]), ('challenging', [4, 6]), ('campaign', [6, 4]), ('public', [4, 5]), ('regime', [4, 2]), ('dropped', [4, 6]), ('free', [4, 6]), ('censorship', [4]), ('judge', [4, 6]), ('motion', [4]), ('widespread', [6]), ('ruling', [4]), ('substantial', [1]), ('bombshell', [4]), ('july', [6, 5]), ('silence', [4, 2]), ('merit', [4, 2]), ('private', [4, 8]), ('imposed', [1, 8]), ('presented', [4, 8]), ('declares', [2]), ('reaching', [6, 8]), ('granted', [5, 6]), ('preliminary', [1, 2]), ('missouri', [8]), ('establishing', [5]), ('succeed', [4, 5]), ('injunction', [5]), ('terry', [6]), ('plaintiff', [6]), ('doughty', [4]), ('oppositionthe', [4, 6])]","[('biden', ['Republicans vs democrats', 'Election/debate']), ('speech', ['Republicans vs democrats', 'Election/debate']), ('support', ['Republicans vs democrats', 'Election/debate']), ('america', ['Republicans vs democrats', 'Election/debate']), ('evidence', ['Republicans vs democrats']), ('police', ['Republicans vs democrats', 'Border/community/family']), ('claim', ['Republicans vs democrats', 'American/economics/health']), ('power', ['Republicans vs democrats', 'Election/debate']), ('government', ['Republicans vs democrats', 'American/economics/health']), ('victim', ['Republicans vs democrats', 'Border/community/family']), ('important', ['Republicans vs democrats', 'Election/debate']), ('far', ['Republicans vs democrats', 'Election/debate']), ('likely', ['Election/debate', 'Republicans vs democrats']), ('date', ['Election/debate', 'Republicans vs democrats']), ('big', ['Republicans vs democrats', 'Election/debate']), ('mass', ['War', 'Border/community/family']), ('case', ['Republicans vs democrats', 'Election/debate']), ('challenging', ['Republicans vs democrats', 'Election/debate']), ('campaign', ['Election/debate', 'Republicans vs democrats']), ('public', ['Republicans vs democrats', 'Border/community/family']), ('regime', ['Republicans vs democrats', 'War']), ('dropped', ['Republicans vs democrats', 'Election/debate']), ('free', ['Republicans vs democrats', 'Election/debate']), ('censorship', ['Republicans vs democrats']), ('judge', ['Republicans vs democrats', 'Election/debate']), ('motion', ['Republicans vs democrats']), ('widespread', ['Election/debate']), ('ruling', ['Republicans vs democrats']), ('substantial', ['American/economics/health']), ('bombshell', ['Republicans vs democrats']), ('july', ['Election/debate', 'Border/community/family']), ('silence', ['Republicans vs democrats', 'War']), ('merit', ['Republicans vs democrats', 'War']), ('private', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('imposed', ['American/economics/health', 'Infrastructure/job/energy']), ('presented', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('declares', ['War']), ('reaching', ['Election/debate', 'Infrastructure/job/energy']), ('granted', ['Border/community/family', 'Election/debate']), ('preliminary', ['American/economics/health', 'War']), ('missouri', ['Infrastructure/job/energy']), ('establishing', ['Border/community/family']), ('succeed', ['Republicans vs democrats', 'Border/community/family']), ('injunction', ['Border/community/family']), ('terry', ['Election/debate']), ('plaintiff', ['Election/debate']), ('doughty', ['Republicans vs democrats']), ('oppositionthe', ['Republicans vs democrats', 'Election/debate'])]"
SpeakerMcCarthy,2023-07-04 19:50:41+00:00,4,Republicans vs democrats,0.53063226,neutral,0.9503788352012634,anticipation,0.6000164747238159,5.0,Border/community/family,0.37549543,RT @foxnewspolitics: Kevin McCarthy reflects on history during tour of first speaker's house https://t.co/T3dESd3V5F,kevin mccarthy reflects history tour speaker  house,"[('house', [4, 5]), ('speaker', [4, 5]), ('history', [5, 4]), ('kevin', [4]), ('mccarthy', [4]), ('tour', [5]), ('reflects', [5])]","[('house', ['Republicans vs democrats', 'Border/community/family']), ('speaker', ['Republicans vs democrats', 'Border/community/family']), ('history', ['Border/community/family', 'Republicans vs democrats']), ('kevin', ['Republicans vs democrats']), ('mccarthy', ['Republicans vs democrats']), ('tour', ['Border/community/family']), ('reflects', ['Border/community/family'])]"
rickhasen,2023-07-04 21:09:41+00:00,4,Republicans vs democrats,0.82535183,negative,0.5768007636070251,anger,0.6901893615722656,6.0,Election/debate,0.08467833,"RT @If you want to feel good about the country, here's Trump appointed Judge Doughty enjoining the Biden admin - stopping them from meeting w/ tech executives bc the judge said the admin is engaged in a ""massive effort"" to ""suppress speech based on its content""https://t.co/pMSy9tLneX",want feel good country trump appointed judge doughty enjoining biden admin stopping meeting  tech executive judge said admin engaged massive effort suppress speech based content,"[('biden', [4, 6]), ('said', [4, 6]), ('speech', [4, 6]), ('trump', [4, 6]), ('massive', [4, 6]), ('good', [4, 6]), ('country', [4, 7]), ('feel', [4, 6]), ('want', [4, 6]), ('executive', [4, 7]), ('meeting', [4, 6]), ('effort', [4, 7]), ('content', [4, 6]), ('tech', [4]), ('judge', [4, 7]), ('based', [4, 7]), ('stopping', [4, 6]), ('engaged', [4]), ('admin', [4]), ('appointed', [7]), ('suppress', [6]), ('doughty', [4]), ('enjoining', [4])]","[('biden', ['Republicans vs democrats', 'Election/debate']), ('said', ['Republicans vs democrats', 'Election/debate']), ('speech', ['Republicans vs democrats', 'Election/debate']), ('trump', ['Republicans vs democrats', 'Election/debate']), ('massive', ['Republicans vs democrats', 'Election/debate']), ('good', ['Republicans vs democrats', 'Election/debate']), ('country', ['Republicans vs democrats', 'Abortion/rights/guns']), ('feel', ['Republicans vs democrats', 'Election/debate']), ('want', ['Republicans vs democrats', 'Election/debate']), ('executive', ['Republicans vs democrats', 'Abortion/rights/guns']), ('meeting', ['Republicans vs democrats', 'Election/debate']), ('effort', ['Republicans vs democrats', 'Abortion/rights/guns']), ('content', ['Republicans vs democrats', 'Election/debate']), ('tech', ['Republicans vs democrats']), ('judge', ['Republicans vs democrats', 'Abortion/rights/guns']), ('based', ['Republicans vs democrats', 'Abortion/rights/guns']), ('stopping', ['Republicans vs democrats', 'Election/debate']), ('engaged', ['Republicans vs democrats']), ('admin', ['Republicans vs democrats']), ('appointed', ['Abortion/rights/guns']), ('suppress', ['Election/debate']), ('doughty', ['Republicans vs democrats']), ('enjoining', ['Republicans vs democrats'])]"
rickhasen,2023-07-04 21:09:43+00:00,4,Republicans vs democrats,0.70305145,neutral,0.4555184841156006,joy,0.3888840973377228,5.0,Border/community/family,0.1989853,"RT @among other things the judge said that Republican states are being ""denied the benefits intended to arise from the federal system."" APPARENTLY THE CONSTITUTION WAS FORMED SO YOU COULD SPREAD ELECTION &amp; COVID MISINFORMATION; HAPPY BIRTHDAY/INDEPENDENCE DAY, AMERICA!! https://t.co/n3HlwcWa25",thing judge said republican state denied benefit intended arise federal system apparently constitution formed spread election covid misinformation happy birthday independence day america,"[('state', [4, 5]), ('said', [4, 5]), ('america', [4, 5]), ('day', [5, 4]), ('election', [4, 7]), ('system', [4, 5]), ('republican', [4, 7]), ('thing', [4, 5]), ('federal', [4, 7]), ('constitution', [4, 7]), ('denied', [4, 7]), ('benefit', [4]), ('misinformation', [4]), ('judge', [4, 7]), ('intended', [4]), ('covid', [4, 5]), ('spread', [4, 5]), ('apparently', [4]), ('independence', [5, 4]), ('happy', [5]), ('birthday', [5]), ('formed', [4]), ('arise', [7])]","[('state', ['Republicans vs democrats', 'Border/community/family']), ('said', ['Republicans vs democrats', 'Border/community/family']), ('america', ['Republicans vs democrats', 'Border/community/family']), ('day', ['Border/community/family', 'Republicans vs democrats']), ('election', ['Republicans vs democrats', 'Abortion/rights/guns']), ('system', ['Republicans vs democrats', 'Border/community/family']), ('republican', ['Republicans vs democrats', 'Abortion/rights/guns']), ('thing', ['Republicans vs democrats', 'Border/community/family']), ('federal', ['Republicans vs democrats', 'Abortion/rights/guns']), ('constitution', ['Republicans vs democrats', 'Abortion/rights/guns']), ('denied', ['Republicans vs democrats', 'Abortion/rights/guns']), ('benefit', ['Republicans vs democrats']), ('misinformation', ['Republicans vs democrats']), ('judge', ['Republicans vs democrats', 'Abortion/rights/guns']), ('intended', ['Republicans vs democrats']), ('covid', ['Republicans vs democrats', 'Border/community/family']), ('spread', ['Republicans vs democrats', 'Border/community/family']), ('apparently', ['Republicans vs democrats']), ('independence', ['Border/community/family', 'Republicans vs democrats']), ('happy', ['Border/community/family']), ('birthday', ['Border/community/family']), ('formed', ['Republicans vs democrats']), ('arise', ['Abortion/rights/guns'])]"
NateSilver538,2023-07-04 22:47:37+00:00,4,Republicans vs democrats,0.4763523,negative,0.5004763603210449,anger,0.402838796377182,7.0,Abortion/rights/guns,0.39310688,"Yeah this article is a good example of how negative polarizaiton affects journalism, too. The fact that certain right-wing Republicans (among others) oppose warrantless spying leads the NYT to treat warrantless spying as self-evidently good! https://t.co/gihGqznwMg",yeah article good example negative polarizaiton affect journalism fact certain right wing republican oppose warrantless spying lead nyt treat warrantless spying self evidently good,"[('lead', [4, 7]), ('good', [4, 6]), ('republican', [4, 7]), ('fact', [4, 6]), ('right', [7, 4]), ('yeah', [4, 7]), ('example', [4, 7]), ('self', [4, 7]), ('treat', [7, 4]), ('certain', [4, 6]), ('nyt', [4, 6]), ('article', [4, 6]), ('wing', [7, 4]), ('spying', [7]), ('oppose', [4, 7]), ('negative', [4]), ('affect', [7, 6]), ('journalism', [7]), ('evidently', [6, 7]), ('warrantless', [7]), ('polarizaiton', [4])]","[('lead', ['Republicans vs democrats', 'Abortion/rights/guns']), ('good', ['Republicans vs democrats', 'Election/debate']), ('republican', ['Republicans vs democrats', 'Abortion/rights/guns']), ('fact', ['Republicans vs democrats', 'Election/debate']), ('right', ['Abortion/rights/guns', 'Republicans vs democrats']), ('yeah', ['Republicans vs democrats', 'Abortion/rights/guns']), ('example', ['Republicans vs democrats', 'Abortion/rights/guns']), ('self', ['Republicans vs democrats', 'Abortion/rights/guns']), ('treat', ['Abortion/rights/guns', 'Republicans vs democrats']), ('certain', ['Republicans vs democrats', 'Election/debate']), ('nyt', ['Republicans vs democrats', 'Election/debate']), ('article', ['Republicans vs democrats', 'Election/debate']), ('wing', ['Abortion/rights/guns', 'Republicans vs democrats']), ('spying', ['Abortion/rights/guns']), ('oppose', ['Republicans vs democrats', 'Abortion/rights/guns']), ('negative', ['Republicans vs democrats']), ('affect', ['Abortion/rights/guns', 'Election/debate']), ('journalism', ['Abortion/rights/guns']), ('evidently', ['Election/debate', 'Abortion/rights/guns']), ('warrantless', ['Abortion/rights/guns']), ('polarizaiton', ['Republicans vs democrats'])]"
RobertKennedyJr,2023-07-04 23:26:01+00:00,4,Republicans vs democrats,0.72234195,positive,0.8513049483299255,joy,0.6332672238349915,5.0,Border/community/family,0.23072189,Federal judge orders President Biden to stop censoring his critics including me. The decision mentions me on page 17. Happy Independence Day Everyone! https://t.co/nEE40XSjpC,federal judge order president biden stop censoring critic including decision mention page happy independence day,"[('biden', [4, 5]), ('decision', [4, 5]), ('page', [4, 5]), ('day', [5, 4]), ('president', [4, 5]), ('order', [4, 5]), ('federal', [4, 5]), ('including', [4, 5]), ('stop', [4, 5]), ('critic', [4]), ('judge', [4]), ('independence', [5, 4]), ('censoring', [4]), ('mention', [4]), ('happy', [5])]","[('biden', ['Republicans vs democrats', 'Border/community/family']), ('decision', ['Republicans vs democrats', 'Border/community/family']), ('page', ['Republicans vs democrats', 'Border/community/family']), ('day', ['Border/community/family', 'Republicans vs democrats']), ('president', ['Republicans vs democrats', 'Border/community/family']), ('order', ['Republicans vs democrats', 'Border/community/family']), ('federal', ['Republicans vs democrats', 'Border/community/family']), ('including', ['Republicans vs democrats', 'Border/community/family']), ('stop', ['Republicans vs democrats', 'Border/community/family']), ('critic', ['Republicans vs democrats']), ('judge', ['Republicans vs democrats']), ('independence', ['Border/community/family', 'Republicans vs democrats']), ('censoring', ['Republicans vs democrats']), ('mention', ['Republicans vs democrats']), ('happy', ['Border/community/family'])]"
StarLord35,2023-07-04 23:54:50+00:00,4,Republicans vs democrats,0.55105126,negative,0.7256094217300415,anger,0.4896119236946106,8.0,Infrastructure/job/energy,0.175302,@Salem_GeorgeJ @anthonyzenkus Slavery isn’t voluntary when Politician and Prosecutors committed Crimes against Our Communities &amp; Children they get PROMOTED instead of Outraged. #BlackTwitter #black #America #American #13thAmendment #slavery #truth #Thursday #July4 #July4th Link:https://t.co/iq3oQMeujw https://t.co/kwCx9hpEaq,slavery voluntary politician prosecutor committed crime community child promoted instead outraged link,"[('instead', [4, 1]), ('crime', [4, 1]), ('child', [1, 8]), ('politician', [4, 7]), ('committed', [4, 8]), ('slavery', [7]), ('community', [8, 1]), ('prosecutor', [4]), ('voluntary', [8, 4]), ('outraged', [4]), ('link', [4, 1]), ('promoted', [4])]","[('instead', ['Republicans vs democrats', 'American/economics/health']), ('crime', ['Republicans vs democrats', 'American/economics/health']), ('child', ['American/economics/health', 'Infrastructure/job/energy']), ('politician', ['Republicans vs democrats', 'Abortion/rights/guns']), ('committed', ['Republicans vs democrats', 'Infrastructure/job/energy']), ('slavery', ['Abortion/rights/guns']), ('community', ['Infrastructure/job/energy', 'American/economics/health']), ('prosecutor', ['Republicans vs democrats']), ('voluntary', ['Infrastructure/job/energy', 'Republicans vs democrats']), ('outraged', ['Republicans vs democrats']), ('link', ['Republicans vs democrats', 'American/economics/health']), ('promoted', ['Republicans vs democrats'])]"
