username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
GovWhitmer,2023-10-18 00:01:14+00:00,5,Border/community/family,0.36114675,positive,0.9305905103683472,optimism,0.653205156326294,6.0,Election/debate,0.2718279,Shout out to Victor (and his dad!) for sharing his Michigan Reconnect story. Don't delay or downsize your educational dreams. Michiganders 21 and up are now eligible for Reconnect and you could be the next Victor. Sign up now to get your associate degree or skill certificate. https://t.co/9GvsRhc3W5,shout victor dad sharing michigan reconnect story delay downsize educational dream michigander eligible reconnect victor sign associate degree skill certificate,"[('sharing', [5, 6]), ('story', [5, 6]), ('michigan', [5, 6]), ('sign', [6, 1]), ('dream', [5, 1]), ('dad', [5, 4]), ('associate', [4]), ('eligible', [1, 6]), ('delay', [5, 4]), ('skill', [5, 1]), ('degree', [6, 5]), ('educational', [1, 6]), ('victor', [6]), ('shout', [5]), ('michigander', [7, 5]), ('downsize', [1]), ('certificate', [5, 4]), ('reconnect', [7, 6])]","[('sharing', ['Border/community/family', 'Election/debate']), ('story', ['Border/community/family', 'Election/debate']), ('michigan', ['Border/community/family', 'Election/debate']), ('sign', ['Election/debate', 'American/economics/health']), ('dream', ['Border/community/family', 'American/economics/health']), ('dad', ['Border/community/family', 'Republicans vs democrats']), ('associate', ['Republicans vs democrats']), ('eligible', ['American/economics/health', 'Election/debate']), ('delay', ['Border/community/family', 'Republicans vs democrats']), ('skill', ['Border/community/family', 'American/economics/health']), ('degree', ['Election/debate', 'Border/community/family']), ('educational', ['American/economics/health', 'Election/debate']), ('victor', ['Election/debate']), ('shout', ['Border/community/family']), ('michigander', ['Abortion/rights/guns', 'Border/community/family']), ('downsize', ['American/economics/health']), ('certificate', ['Border/community/family', 'Republicans vs democrats']), ('reconnect', ['Abortion/rights/guns', 'Election/debate'])]"
WashTimesOpEd,2023-10-18 00:19:36+00:00,5,Border/community/family,0.40005478,neutral,0.6581273078918457,anger,0.534305214881897,3.0,News/radio/livestream,0.29917696,Letter to the editor: Only illegal immigrants get free stuff https://t.co/5LJo92fzjZ,letter editor illegal immigrant free stuff,"[('letter', [3]), ('editor', [3, 5]), ('illegal', [5]), ('immigrant', [5, 2]), ('free', [5, 2]), ('stuff', [2])]","[('letter', ['News/radio/livestream']), ('editor', ['News/radio/livestream', 'Border/community/family']), ('illegal', ['Border/community/family']), ('immigrant', ['Border/community/family', 'War']), ('free', ['Border/community/family', 'War']), ('stuff', ['War'])]"
marwilliamson,2023-10-18 00:40:05+00:00,5,Border/community/family,0.44028836,neutral,0.6471588015556335,optimism,0.8413005471229553,1.0,American/economics/health,0.30004278,"FDR proposed an Economic Bill of Rights to “secure (our) rights to life, liberty, and the pursuit of happiness.” We need to take up where he left off. #Marianne2024 https://t.co/an0CRxfArL",fdr proposed economic bill right secure right life liberty pursuit happiness need left,"[('need', [1, 5]), ('right', [7, 1]), ('life', [5, 1]), ('left', [5, 7]), ('bill', [1, 7]), ('secure', [5, 1]), ('proposed', [1, 7]), ('liberty', [5, 7]), ('pursuit', [5]), ('economic', [1]), ('happiness', [5]), ('fdr', [5])]","[('need', ['American/economics/health', 'Border/community/family']), ('right', ['Abortion/rights/guns', 'American/economics/health']), ('life', ['Border/community/family', 'American/economics/health']), ('left', ['Border/community/family', 'Abortion/rights/guns']), ('bill', ['American/economics/health', 'Abortion/rights/guns']), ('secure', ['Border/community/family', 'American/economics/health']), ('proposed', ['American/economics/health', 'Abortion/rights/guns']), ('liberty', ['Border/community/family', 'Abortion/rights/guns']), ('pursuit', ['Border/community/family']), ('economic', ['American/economics/health']), ('happiness', ['Border/community/family']), ('fdr', ['Border/community/family'])]"
WashTimesOpEd,2023-10-18 01:35:05+00:00,5,Border/community/family,0.5294517,neutral,0.7159755825996399,anticipation,0.4485661089420318,4.0,Republicans vs democrats,0.39537787,"If Joe Biden truly wanted to put America first, he would do a 180 on almost all of his policies and agendas. @ckchumley and Lt. Col. @T_S_P_O_O_K_Y discuss on #boldandblunt: https://t.co/UD3twf4tTC",joe biden truly wanted america policy agenda  col discus,"[('biden', [4, 5]), ('wanted', [4, 5]), ('america', [5, 4]), ('joe', [4, 5]), ('truly', [5, 4]), ('policy', [5, 4]), ('discus', [5, 4]), ('agenda', [4, 5]), ('col', [5])]","[('biden', ['Republicans vs democrats', 'Border/community/family']), ('wanted', ['Republicans vs democrats', 'Border/community/family']), ('america', ['Border/community/family', 'Republicans vs democrats']), ('joe', ['Republicans vs democrats', 'Border/community/family']), ('truly', ['Border/community/family', 'Republicans vs democrats']), ('policy', ['Border/community/family', 'Republicans vs democrats']), ('discus', ['Border/community/family', 'Republicans vs democrats']), ('agenda', ['Republicans vs democrats', 'Border/community/family']), ('col', ['Border/community/family'])]"
TheDemocrats,2023-10-18 01:49:00+00:00,5,Border/community/family,0.4659146,negative,0.782569944858551,sadness,0.8369204998016357,4.0,Republicans vs democrats,0.23571378,"RT @I am outraged and deeply saddened by the explosion at the Al Ahli Arab hospital in Gaza, and the terrible loss of life that resulted. Immediately upon hearing this news, I spoke with King Abdullah II of Jordan, and Prime Minister Netanyahu of Israel and have directed my national security team to continue gathering information about what exactly happened. The United States stands unequivocally for the protection of civilian life during conflict and we mourn the patients, medical staff and other innocents killed or wounded in this tragedy.",outraged deeply saddened explosion  ahli arab hospital gaza terrible loss life resulted immediately hearing news spoke king abdullah  jordan prime minister netanyahu israel directed national security team continue gathering information exactly happened united state stand unequivocally protection civilian life conflict mourn patient medical staff innocent killed wounded tragedy,"[('explosion', [2]), ('national', [5, 4]), ('security', [5, 1]), ('state', [5, 4]), ('united', [5, 2]), ('gaza', [2]), ('hospital', [2, 1]), ('news', [4, 5]), ('israel', [2, 5]), ('happened', [5, 2]), ('staff', [5, 4]), ('spoke', [5, 4]), ('killed', [5, 2]), ('jordan', [4]), ('exactly', [2, 4]), ('immediately', [4, 5]), ('life', [5, 1]), ('team', [5, 4]), ('minister', [5, 4]), ('terrible', [5, 2]), ('continue', [5, 1]), ('arab', [2]), ('information', [4, 5]), ('innocent', [5, 2]), ('hearing', [4, 5]), ('medical', [1, 5]), ('stand', [5, 2]), ('protection', [4, 1]), ('netanyahu', [4]), ('prime', [5]), ('gathering', [5, 2]), ('king', [5, 2]), ('deeply', [5, 4]), ('loss', [5, 1]), ('conflict', [2, 4]), ('patient', [1]), ('directed', [5, 4]), ('abdullah', [2]), ('ahli', [4]), ('civilian', [5, 2]), ('mourn', [5]), ('outraged', [4]), ('resulted', [1, 4]), ('saddened', [5]), ('tragedy', [5, 2]), ('unequivocally', [4]), ('wounded', [5])]","[('explosion', ['War']), ('national', ['Border/community/family', 'Republicans vs democrats']), ('security', ['Border/community/family', 'American/economics/health']), ('state', ['Border/community/family', 'Republicans vs democrats']), ('united', ['Border/community/family', 'War']), ('gaza', ['War']), ('hospital', ['War', 'American/economics/health']), ('news', ['Republicans vs democrats', 'Border/community/family']), ('israel', ['War', 'Border/community/family']), ('happened', ['Border/community/family', 'War']), ('staff', ['Border/community/family', 'Republicans vs democrats']), ('spoke', ['Border/community/family', 'Republicans vs democrats']), ('killed', ['Border/community/family', 'War']), ('jordan', ['Republicans vs democrats']), ('exactly', ['War', 'Republicans vs democrats']), ('immediately', ['Republicans vs democrats', 'Border/community/family']), ('life', ['Border/community/family', 'American/economics/health']), ('team', ['Border/community/family', 'Republicans vs democrats']), ('minister', ['Border/community/family', 'Republicans vs democrats']), ('terrible', ['Border/community/family', 'War']), ('continue', ['Border/community/family', 'American/economics/health']), ('arab', ['War']), ('information', ['Republicans vs democrats', 'Border/community/family']), ('innocent', ['Border/community/family', 'War']), ('hearing', ['Republicans vs democrats', 'Border/community/family']), ('medical', ['American/economics/health', 'Border/community/family']), ('stand', ['Border/community/family', 'War']), ('protection', ['Republicans vs democrats', 'American/economics/health']), ('netanyahu', ['Republicans vs democrats']), ('prime', ['Border/community/family']), ('gathering', ['Border/community/family', 'War']), ('king', ['Border/community/family', 'War']), ('deeply', ['Border/community/family', 'Republicans vs democrats']), ('loss', ['Border/community/family', 'American/economics/health']), ('conflict', ['War', 'Republicans vs democrats']), ('patient', ['American/economics/health']), ('directed', ['Border/community/family', 'Republicans vs democrats']), ('abdullah', ['War']), ('ahli', ['Republicans vs democrats']), ('civilian', ['Border/community/family', 'War']), ('mourn', ['Border/community/family']), ('outraged', ['Republicans vs democrats']), ('resulted', ['American/economics/health', 'Republicans vs democrats']), ('saddened', ['Border/community/family']), ('tragedy', ['Border/community/family', 'War']), ('unequivocally', ['Republicans vs democrats']), ('wounded', ['Border/community/family'])]"
politico,2023-10-18 01:57:02+00:00,5,Border/community/family,0.51959556,negative,0.5205482244491577,disgust,0.4439903497695923,2.0,War,0.39699072,Is an Israeli ground invasion of Gaza a mistake? Britain’s defense chief won’t say. https://t.co/94rWZKWmPq,israeli ground invasion gaza mistake britain defense chief,"[('gaza', [2]), ('israeli', [2]), ('mistake', [2, 5]), ('defense', [5, 2]), ('chief', [5, 2]), ('ground', [5]), ('britain', [5]), ('invasion', [5, 2])]","[('gaza', ['War']), ('israeli', ['War']), ('mistake', ['War', 'Border/community/family']), ('defense', ['Border/community/family', 'War']), ('chief', ['Border/community/family', 'War']), ('ground', ['Border/community/family']), ('britain', ['Border/community/family']), ('invasion', ['Border/community/family', 'War'])]"
Jim_Jordan,2023-10-18 02:02:51+00:00,5,Border/community/family,0.42128906,negative,0.4872651100158691,optimism,0.7213780879974365,1.0,American/economics/health,0.34762692,"We must stop attacking each other and come together. There’s too much at stake. Let’s get back to working on the crisis at the southern border, inflation, and helping Israel.",stop attacking come stake let working crisis southern border inflation helping israel,"[('come', [5, 1]), ('israel', [5]), ('let', [1, 5]), ('border', [5, 1]), ('helping', [1, 5]), ('crisis', [1, 5]), ('southern', [5]), ('working', [1, 5]), ('stop', [1, 5]), ('attacking', [7]), ('stake', [7, 1]), ('inflation', [1])]","[('come', ['Border/community/family', 'American/economics/health']), ('israel', ['Border/community/family']), ('let', ['American/economics/health', 'Border/community/family']), ('border', ['Border/community/family', 'American/economics/health']), ('helping', ['American/economics/health', 'Border/community/family']), ('crisis', ['American/economics/health', 'Border/community/family']), ('southern', ['Border/community/family']), ('working', ['American/economics/health', 'Border/community/family']), ('stop', ['American/economics/health', 'Border/community/family']), ('attacking', ['Abortion/rights/guns']), ('stake', ['Abortion/rights/guns', 'American/economics/health']), ('inflation', ['American/economics/health'])]"
WashTimesOpEd,2023-10-18 02:30:58+00:00,5,Border/community/family,0.47513932,positive,0.5577499866485596,optimism,0.937723994255066,2.0,War,0.2557627,"From a young age, I chose to live my life as an open book. I knew that, somehow, the ups and downs in my story would benefit the lives of others. https://t.co/Nl9xi5JCIq",young age chose live life open book knew ups down story benefit life,"[('story', [5, 1]), ('open', [5, 1]), ('life', [5, 1]), ('age', [1, 5]), ('benefit', [1]), ('knew', [2, 5]), ('young', [5, 1]), ('live', [5, 1]), ('book', [5, 1]), ('ups', [2, 5]), ('chose', [2, 5]), ('down', [2])]","[('story', ['Border/community/family', 'American/economics/health']), ('open', ['Border/community/family', 'American/economics/health']), ('life', ['Border/community/family', 'American/economics/health']), ('age', ['American/economics/health', 'Border/community/family']), ('benefit', ['American/economics/health']), ('knew', ['War', 'Border/community/family']), ('young', ['Border/community/family', 'American/economics/health']), ('live', ['Border/community/family', 'American/economics/health']), ('book', ['Border/community/family', 'American/economics/health']), ('ups', ['War', 'Border/community/family']), ('chose', ['War', 'Border/community/family']), ('down', ['War'])]"
Mike_Pence,2023-10-18 03:53:57+00:00,5,Border/community/family,0.5771675,negative,0.707368791103363,disgust,0.4694057404994964,1.0,American/economics/health,0.3602903,"As your President, we will finish the wall and secure our border. @JoeBiden has failed to secure our southern border, and Americans are hurting because of it. https://t.co/klEQ4T6wB4",president finish wall secure border failed secure southern border american hurting,"[('american', [1, 5]), ('wall', [5, 1]), ('president', [1, 5]), ('border', [5, 1]), ('failed', [1, 5]), ('southern', [5]), ('secure', [5, 1]), ('hurting', [1]), ('finish', [1, 5])]","[('american', ['American/economics/health', 'Border/community/family']), ('wall', ['Border/community/family', 'American/economics/health']), ('president', ['American/economics/health', 'Border/community/family']), ('border', ['Border/community/family', 'American/economics/health']), ('failed', ['American/economics/health', 'Border/community/family']), ('southern', ['Border/community/family']), ('secure', ['Border/community/family', 'American/economics/health']), ('hurting', ['American/economics/health']), ('finish', ['American/economics/health', 'Border/community/family'])]"
smod4real,2023-10-18 04:21:22+00:00,5,Border/community/family,0.5380035,positive,0.9196159839630128,joy,0.9793104529380798,6.0,Election/debate,0.37823126,Shaun King’s wife coming in with the funniest thing I’ve read in weeks https://t.co/7EPsQVqjC7,shaun king wife coming funniest thing read week,"[('week', [6, 5]), ('thing', [6, 5]), ('read', [6, 5]), ('coming', [6, 5]), ('wife', [5, 6]), ('king', [5, 6]), ('funniest', [5]), ('shaun', [5])]","[('week', ['Election/debate', 'Border/community/family']), ('thing', ['Election/debate', 'Border/community/family']), ('read', ['Election/debate', 'Border/community/family']), ('coming', ['Election/debate', 'Border/community/family']), ('wife', ['Border/community/family', 'Election/debate']), ('king', ['Border/community/family', 'Election/debate']), ('funniest', ['Border/community/family']), ('shaun', ['Border/community/family'])]"
