username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
NvrBackDown24,2023-04-15 00:00:09+00:00,4,Republicans vs democrats,0.39739886,negative,0.6011880040168762,anger,0.5078998804092407,1.0,American/economics/health,0.28283137,"Trump promised @NRA members he'd have their back. But when #2A rights came under attack, Trump abandoned us and sided with liberal Democrats in support of gun control. https://t.co/vvc5QAgR42 https://t.co/MEvwVETiXG",trump promised member right came attack trump abandoned sided liberal democrat support gun control,"[('attack', [7, 4]), ('support', [1, 4]), ('trump', [4, 7]), ('control', [7, 4]), ('came', [4, 7]), ('liberal', [4, 7]), ('right', [7, 4]), ('member', [4, 1]), ('democrat', [4, 1]), ('gun', [1, 4]), ('promised', [1, 4]), ('sided', [7]), ('abandoned', [1, 7])]","[('attack', ['Abortion/rights/guns', 'Republicans vs democrats']), ('support', ['American/economics/health', 'Republicans vs democrats']), ('trump', ['Republicans vs democrats', 'Abortion/rights/guns']), ('control', ['Abortion/rights/guns', 'Republicans vs democrats']), ('came', ['Republicans vs democrats', 'Abortion/rights/guns']), ('liberal', ['Republicans vs democrats', 'Abortion/rights/guns']), ('right', ['Abortion/rights/guns', 'Republicans vs democrats']), ('member', ['Republicans vs democrats', 'American/economics/health']), ('democrat', ['Republicans vs democrats', 'American/economics/health']), ('gun', ['American/economics/health', 'Republicans vs democrats']), ('promised', ['American/economics/health', 'Republicans vs democrats']), ('sided', ['Abortion/rights/guns']), ('abandoned', ['American/economics/health', 'Abortion/rights/guns'])]"
MattWolking,2023-04-15 00:06:09+00:00,4,Republicans vs democrats,0.6223338,neutral,0.8256022930145264,anticipation,0.7206898927688599,5.0,Border/community/family,0.2765471,"Fox: ""Ahead of the [@NRA] forum, Never Back Down, the super PAC backing DeSantis as a potential 2024 GOP candidate, dropped an ad around the forum and will be handing out flyers with similar messaging.""",fox ahead forum super pac backing desantis potential gop candidate dropped  forum handing flyer similar messaging,"[('potential', [4, 5]), ('similar', [4, 5]), ('candidate', [4, 6]), ('flyer', [5]), ('desantis', [4, 6]), ('fox', [4, 5]), ('gop', [4, 6]), ('dropped', [4, 6]), ('handing', [4]), ('backing', [4]), ('pac', [4]), ('super', [4, 5]), ('ahead', [4, 5]), ('messaging', [5]), ('forum', [5, 4])]","[('potential', ['Republicans vs democrats', 'Border/community/family']), ('similar', ['Republicans vs democrats', 'Border/community/family']), ('candidate', ['Republicans vs democrats', 'Election/debate']), ('flyer', ['Border/community/family']), ('desantis', ['Republicans vs democrats', 'Election/debate']), ('fox', ['Republicans vs democrats', 'Border/community/family']), ('gop', ['Republicans vs democrats', 'Election/debate']), ('dropped', ['Republicans vs democrats', 'Election/debate']), ('handing', ['Republicans vs democrats']), ('backing', ['Republicans vs democrats']), ('pac', ['Republicans vs democrats']), ('super', ['Republicans vs democrats', 'Border/community/family']), ('ahead', ['Republicans vs democrats', 'Border/community/family']), ('messaging', ['Border/community/family']), ('forum', ['Border/community/family', 'Republicans vs democrats'])]"
NewsbySmiley,2023-04-15 00:13:32+00:00,4,Republicans vs democrats,0.53212976,neutral,0.8230579495429993,anticipation,0.7101544141769409,5.0,Border/community/family,0.2913323,"RT @Fox: ""Ahead of the [@NRA] forum, Never Back Down, the super PAC backing DeSantis as a potential 2024 GOP candidate, dropped an ad around the forum and will be handing out flyers with similar messaging.""",ahead forum super pac backing desantis potential gop candidate dropped  forum handing flyer similar messaging,"[('potential', [4, 6]), ('similar', [4, 5]), ('candidate', [4, 6]), ('flyer', [5]), ('desantis', [4, 6]), ('gop', [4, 6]), ('dropped', [4, 6]), ('handing', [4]), ('backing', [4]), ('pac', [4]), ('super', [4, 5]), ('ahead', [4, 6]), ('messaging', [5]), ('forum', [5, 4])]","[('potential', ['Republicans vs democrats', 'Election/debate']), ('similar', ['Republicans vs democrats', 'Border/community/family']), ('candidate', ['Republicans vs democrats', 'Election/debate']), ('flyer', ['Border/community/family']), ('desantis', ['Republicans vs democrats', 'Election/debate']), ('gop', ['Republicans vs democrats', 'Election/debate']), ('dropped', ['Republicans vs democrats', 'Election/debate']), ('handing', ['Republicans vs democrats']), ('backing', ['Republicans vs democrats']), ('pac', ['Republicans vs democrats']), ('super', ['Republicans vs democrats', 'Border/community/family']), ('ahead', ['Republicans vs democrats', 'Election/debate']), ('messaging', ['Border/community/family']), ('forum', ['Border/community/family', 'Republicans vs democrats'])]"
TulsiGabbard,2023-04-15 14:16:08+00:00,4,Republicans vs democrats,0.71145415,negative,0.8892437219619751,anger,0.7054405808448792,1.0,American/economics/health,0.26644394,"The fact that Dem elite/permanent Washington is able & willing to use the power of law enforcement to go after political opponents, everyone from parents attending school board meetings to a former president, is evidence that our country is no longer a functioning democracy or a truly a free country. It’s time to vote out these anti-democracy politicians and take back our country.",fact dem elite permanent washington able willing use power law enforcement political opponent parent attending school board meeting president evidence country longer functioning democracy truly free country time vote anti democracy politician country,"[('democracy', [4]), ('longer', [4, 1]), ('political', [4, 1]), ('evidence', [4, 1]), ('law', [4, 1]), ('able', [1, 4]), ('vote', [4, 1]), ('president', [4, 1]), ('time', [4, 1]), ('power', [4, 1]), ('fact', [4, 1]), ('country', [4, 1]), ('washington', [4, 1]), ('school', [1, 4]), ('politician', [4, 1]), ('truly', [4, 1]), ('parent', [1, 4]), ('use', [4, 1]), ('elite', [4]), ('meeting', [4, 1]), ('free', [4, 1]), ('enforcement', [4, 1]), ('permanent', [1, 4]), ('board', [4, 1]), ('dem', [4]), ('opponent', [4, 1]), ('willing', [4, 1]), ('anti', [4, 1]), ('attending', [4]), ('functioning', [1])]","[('democracy', ['Republicans vs democrats']), ('longer', ['Republicans vs democrats', 'American/economics/health']), ('political', ['Republicans vs democrats', 'American/economics/health']), ('evidence', ['Republicans vs democrats', 'American/economics/health']), ('law', ['Republicans vs democrats', 'American/economics/health']), ('able', ['American/economics/health', 'Republicans vs democrats']), ('vote', ['Republicans vs democrats', 'American/economics/health']), ('president', ['Republicans vs democrats', 'American/economics/health']), ('time', ['Republicans vs democrats', 'American/economics/health']), ('power', ['Republicans vs democrats', 'American/economics/health']), ('fact', ['Republicans vs democrats', 'American/economics/health']), ('country', ['Republicans vs democrats', 'American/economics/health']), ('washington', ['Republicans vs democrats', 'American/economics/health']), ('school', ['American/economics/health', 'Republicans vs democrats']), ('politician', ['Republicans vs democrats', 'American/economics/health']), ('truly', ['Republicans vs democrats', 'American/economics/health']), ('parent', ['American/economics/health', 'Republicans vs democrats']), ('use', ['Republicans vs democrats', 'American/economics/health']), ('elite', ['Republicans vs democrats']), ('meeting', ['Republicans vs democrats', 'American/economics/health']), ('free', ['Republicans vs democrats', 'American/economics/health']), ('enforcement', ['Republicans vs democrats', 'American/economics/health']), ('permanent', ['American/economics/health', 'Republicans vs democrats']), ('board', ['Republicans vs democrats', 'American/economics/health']), ('dem', ['Republicans vs democrats']), ('opponent', ['Republicans vs democrats', 'American/economics/health']), ('willing', ['Republicans vs democrats', 'American/economics/health']), ('anti', ['Republicans vs democrats', 'American/economics/health']), ('attending', ['Republicans vs democrats']), ('functioning', ['American/economics/health'])]"
CookPolitical,2023-04-15 15:00:03+00:00,4,Republicans vs democrats,0.65650445,neutral,0.7060996890068054,fear,0.7080519795417786,7.0,Abortion/rights/guns,0.27523246,"""Privately, many well-placed Republican officials and strategists are deeply concerned about the abortion issue,"" writes @CharlieCookDC. https://t.co/yfCX6EKC06",privately placed republican official strategist deeply concerned abortion issue writes,"[('official', [4, 7]), ('concerned', [4]), ('republican', [4, 7]), ('placed', [4]), ('issue', [4, 7]), ('abortion', [7, 4]), ('privately', [7]), ('strategist', [4]), ('deeply', [7, 4]), ('writes', [4])]","[('official', ['Republicans vs democrats', 'Abortion/rights/guns']), ('concerned', ['Republicans vs democrats']), ('republican', ['Republicans vs democrats', 'Abortion/rights/guns']), ('placed', ['Republicans vs democrats']), ('issue', ['Republicans vs democrats', 'Abortion/rights/guns']), ('abortion', ['Abortion/rights/guns', 'Republicans vs democrats']), ('privately', ['Abortion/rights/guns']), ('strategist', ['Republicans vs democrats']), ('deeply', ['Abortion/rights/guns', 'Republicans vs democrats']), ('writes', ['Republicans vs democrats'])]"
AP_Politics,2023-04-15 15:23:37+00:00,4,Republicans vs democrats,0.5399575,neutral,0.8177393078804016,anticipation,0.4443207681179046,6.0,Election/debate,0.27422777,"Speaker Kevin McCarthy is rounding his 100th day in power after a messy fight to lead the House Republican majority. After some early wins with bills signed into law, the embattled ally of Donald Trump faces challenges ahead. https://t.co/IDxITTSGWo",speaker kevin mccarthy rounding  day power messy fight lead house republican majority early win bill signed law embattled ally donald trump face challenge ahead,"[('lead', [4, 6]), ('house', [4, 6]), ('law', [4, 1]), ('day', [6, 4]), ('donald', [4, 6]), ('trump', [4, 6]), ('power', [4, 6]), ('republican', [4, 6]), ('speaker', [4, 6]), ('fight', [6, 4]), ('win', [6, 4]), ('bill', [1, 4]), ('challenge', [4, 6]), ('kevin', [4, 1]), ('mccarthy', [4, 1]), ('face', [4, 6]), ('ally', [4, 5]), ('early', [6, 4]), ('signed', [1, 4]), ('ahead', [6, 4]), ('majority', [6, 4]), ('messy', [5]), ('rounding', [6]), ('embattled', [4])]","[('lead', ['Republicans vs democrats', 'Election/debate']), ('house', ['Republicans vs democrats', 'Election/debate']), ('law', ['Republicans vs democrats', 'American/economics/health']), ('day', ['Election/debate', 'Republicans vs democrats']), ('donald', ['Republicans vs democrats', 'Election/debate']), ('trump', ['Republicans vs democrats', 'Election/debate']), ('power', ['Republicans vs democrats', 'Election/debate']), ('republican', ['Republicans vs democrats', 'Election/debate']), ('speaker', ['Republicans vs democrats', 'Election/debate']), ('fight', ['Election/debate', 'Republicans vs democrats']), ('win', ['Election/debate', 'Republicans vs democrats']), ('bill', ['American/economics/health', 'Republicans vs democrats']), ('challenge', ['Republicans vs democrats', 'Election/debate']), ('kevin', ['Republicans vs democrats', 'American/economics/health']), ('mccarthy', ['Republicans vs democrats', 'American/economics/health']), ('face', ['Republicans vs democrats', 'Election/debate']), ('ally', ['Republicans vs democrats', 'Border/community/family']), ('early', ['Election/debate', 'Republicans vs democrats']), ('signed', ['American/economics/health', 'Republicans vs democrats']), ('ahead', ['Election/debate', 'Republicans vs democrats']), ('majority', ['Election/debate', 'Republicans vs democrats']), ('messy', ['Border/community/family']), ('rounding', ['Election/debate']), ('embattled', ['Republicans vs democrats'])]"
charliekirk11,2023-04-15 16:39:59+00:00,4,Republicans vs democrats,0.40223816,neutral,0.6140784621238708,optimism,0.3000814020633697,2.0,War,0.32604468,"According to top-secret documents leaked by Jack Teixeira, there were FOUR ADDITIONAL Chinese spy balloon “incidents” that we never heard about. They also detailed a lack of ""strong senior"" oversight of the balloon surveillance program. So that’s comforting.",according secret document leaked jack teixeira additional chinese spy balloon incident heard detailed lack strong senior oversight balloon surveillance program comforting,"[('incident', [4, 5]), ('senior', [1, 4]), ('according', [4, 1]), ('surveillance', [2]), ('document', [4, 2]), ('secret', [4, 2]), ('leaked', [2]), ('heard', [4, 1]), ('program', [1, 5]), ('lack', [4, 2]), ('jack', [4]), ('spy', [2, 4]), ('oversight', [4, 1]), ('strong', [1, 2]), ('detailed', [4]), ('chinese', [2, 4]), ('additional', [1, 4]), ('balloon', [2, 5]), ('comforting', [5]), ('teixeira', [2])]","[('incident', ['Republicans vs democrats', 'Border/community/family']), ('senior', ['American/economics/health', 'Republicans vs democrats']), ('according', ['Republicans vs democrats', 'American/economics/health']), ('surveillance', ['War']), ('document', ['Republicans vs democrats', 'War']), ('secret', ['Republicans vs democrats', 'War']), ('leaked', ['War']), ('heard', ['Republicans vs democrats', 'American/economics/health']), ('program', ['American/economics/health', 'Border/community/family']), ('lack', ['Republicans vs democrats', 'War']), ('jack', ['Republicans vs democrats']), ('spy', ['War', 'Republicans vs democrats']), ('oversight', ['Republicans vs democrats', 'American/economics/health']), ('strong', ['American/economics/health', 'War']), ('detailed', ['Republicans vs democrats']), ('chinese', ['War', 'Republicans vs democrats']), ('additional', ['American/economics/health', 'Republicans vs democrats']), ('balloon', ['War', 'Border/community/family']), ('comforting', ['Border/community/family']), ('teixeira', ['War'])]"
AP_Politics,2023-04-15 17:59:52+00:00,4,Republicans vs democrats,0.7578066,positive,0.7035386562347412,joy,0.5141620635986328,6.0,Election/debate,0.20642214,"RT @Former President Donald Trump has raised more than $34 million for his 2024 White House run since the start of the year, buoyed by a big bump in donations since the announcement of criminal charges against him in New York, according to his campaign. https://t.co/NYJ4N8nPAC",president donald trump raised million white house run start year buoyed big bump donation announcement criminal charge york according campaign,"[('million', [4, 6]), ('year', [4, 6]), ('announcement', [4, 6]), ('according', [4, 6]), ('house', [4, 6]), ('donald', [4, 6]), ('trump', [4, 6]), ('start', [4, 6]), ('president', [4, 6]), ('criminal', [4]), ('big', [4, 6]), ('white', [4, 6]), ('york', [4, 6]), ('run', [4, 6]), ('campaign', [4, 6]), ('charge', [4, 6]), ('raised', [4, 6]), ('bump', [6]), ('donation', [4, 6]), ('buoyed', [4])]","[('million', ['Republicans vs democrats', 'Election/debate']), ('year', ['Republicans vs democrats', 'Election/debate']), ('announcement', ['Republicans vs democrats', 'Election/debate']), ('according', ['Republicans vs democrats', 'Election/debate']), ('house', ['Republicans vs democrats', 'Election/debate']), ('donald', ['Republicans vs democrats', 'Election/debate']), ('trump', ['Republicans vs democrats', 'Election/debate']), ('start', ['Republicans vs democrats', 'Election/debate']), ('president', ['Republicans vs democrats', 'Election/debate']), ('criminal', ['Republicans vs democrats']), ('big', ['Republicans vs democrats', 'Election/debate']), ('white', ['Republicans vs democrats', 'Election/debate']), ('york', ['Republicans vs democrats', 'Election/debate']), ('run', ['Republicans vs democrats', 'Election/debate']), ('campaign', ['Republicans vs democrats', 'Election/debate']), ('charge', ['Republicans vs democrats', 'Election/debate']), ('raised', ['Republicans vs democrats', 'Election/debate']), ('bump', ['Election/debate']), ('donation', ['Republicans vs democrats', 'Election/debate']), ('buoyed', ['Republicans vs democrats'])]"
jamesrhenson,2023-04-15 20:19:35+00:00,4,Republicans vs democrats,0.3654668,neutral,0.8844230771064758,anger,0.3670100271701813,2.0,War,0.29763275,Sound familiar? #txlege #tnlege When a Legislature Goes to War With Its State’s Richest City https://t.co/0zUqrmVT5S via @kgilsinan for @politico,sound familiar legislature  war state richest city,"[('state', [4, 1]), ('war', [2, 4]), ('familiar', [4, 1]), ('city', [2, 4]), ('sound', [4, 2]), ('legislature', [2, 1]), ('richest', [1])]","[('state', ['Republicans vs democrats', 'American/economics/health']), ('war', ['War', 'Republicans vs democrats']), ('familiar', ['Republicans vs democrats', 'American/economics/health']), ('city', ['War', 'Republicans vs democrats']), ('sound', ['Republicans vs democrats', 'War']), ('legislature', ['War', 'American/economics/health']), ('richest', ['American/economics/health'])]"
jonathanvswan,2023-04-15 22:42:17+00:00,4,Republicans vs democrats,0.7398676,neutral,0.930754780769348,anticipation,0.701073944568634,2.0,War,0.20639732,RT @A handwritten letter in Russian from jailed Wall Street Journal reporter Evan Gershkovich is the first direct communication he has had with his family https://t.co/R0SZOZITxO,handwritten letter russian jailed wall street journal reporter evan gershkovich direct communication family,"[('journal', [4]), ('street', [4, 2]), ('wall', [4]), ('letter', [4]), ('reporter', [4]), ('russian', [4, 2]), ('family', [4, 2]), ('communication', [4]), ('direct', [4]), ('handwritten', [4]), ('evan', [2]), ('gershkovich', [2]), ('jailed', [4])]","[('journal', ['Republicans vs democrats']), ('street', ['Republicans vs democrats', 'War']), ('wall', ['Republicans vs democrats']), ('letter', ['Republicans vs democrats']), ('reporter', ['Republicans vs democrats']), ('russian', ['Republicans vs democrats', 'War']), ('family', ['Republicans vs democrats', 'War']), ('communication', ['Republicans vs democrats']), ('direct', ['Republicans vs democrats']), ('handwritten', ['Republicans vs democrats']), ('evan', ['War']), ('gershkovich', ['War']), ('jailed', ['Republicans vs democrats'])]"
