username,date,first_topic,first_topic_name,first_topic_prob,sentiment,sentiment_prob,emotion,emotion_prob,second_topic,second_topic_name,second_topic_prob,text,lemmatized_text,per_word_topics,per_word_topics_name
WillHurd,2023-07-04 00:48:00+00:00,5,Border/community/family,0.93739945,positive,0.926209270954132,optimism,0.556519627571106,,,,"Our nation's strength is our diversity. Let's embrace our differences, celebrate our shared values, and promote inclusivity and equality. We're better together.",nation  strength diversity let embrace difference celebrate shared value promote inclusivity equality better,"[('let', [5]), ('better', [5]), ('difference', [5]), ('celebrate', [5]), ('shared', [5]), ('nation', [5]), ('value', [5]), ('diversity', [5]), ('inclusivity', [5]), ('strength', [5]), ('promote', [5]), ('equality', [5]), ('embrace', [5])]","[('let', ['Border/community/family']), ('better', ['Border/community/family']), ('difference', ['Border/community/family']), ('celebrate', ['Border/community/family']), ('shared', ['Border/community/family']), ('nation', ['Border/community/family']), ('value', ['Border/community/family']), ('diversity', ['Border/community/family']), ('inclusivity', ['Border/community/family']), ('strength', ['Border/community/family']), ('promote', ['Border/community/family']), ('equality', ['Border/community/family']), ('embrace', ['Border/community/family'])]"
MonicaGandhi9,2023-07-04 01:25:31+00:00,5,Border/community/family,0.5393235,neutral,0.7177029252052307,anticipation,0.3121993839740753,4.0,Republicans vs democrats,0.20880927,"SCHOOLS: ""Dr. Carlos del Rio, interim dean at Emory, said public health experts didn’t foresee the effect of learning loss/isolationism on students. That impact could be the most long-lasting, UCSF professor Dr. Mark Smith said...We made a mistake with schools,” del Rio said. “I hope we don’t make it again.” https://t.co/hrKzoXBtp9",school  carlos del rio interim dean emory said public health expert foresee effect learning loss isolationism student impact long lasting ucsf professor  mark smith said mistake school del rio said hope,"[('said', [4, 5]), ('long', [5, 4]), ('mistake', [5, 2]), ('expert', [5, 2]), ('student', [5, 8]), ('hope', [5, 4]), ('professor', [4, 2]), ('school', [5, 8]), ('health', [7, 5]), ('public', [5, 4]), ('impact', [5, 8]), ('mark', [5, 4]), ('smith', [4, 5]), ('learning', [5, 8]), ('loss', [5]), ('emory', [4]), ('carlos', [3]), ('effect', [5, 4]), ('del', [5]), ('rio', [5]), ('interim', [8]), ('lasting', [5, 7]), ('dean', [2]), ('foresee', [7]), ('isolationism', [4]), ('ucsf', [5])]","[('said', ['Republicans vs democrats', 'Border/community/family']), ('long', ['Border/community/family', 'Republicans vs democrats']), ('mistake', ['Border/community/family', 'War']), ('expert', ['Border/community/family', 'War']), ('student', ['Border/community/family', 'Infrastructure/job/energy']), ('hope', ['Border/community/family', 'Republicans vs democrats']), ('professor', ['Republicans vs democrats', 'War']), ('school', ['Border/community/family', 'Infrastructure/job/energy']), ('health', ['Abortion/rights/guns', 'Border/community/family']), ('public', ['Border/community/family', 'Republicans vs democrats']), ('impact', ['Border/community/family', 'Infrastructure/job/energy']), ('mark', ['Border/community/family', 'Republicans vs democrats']), ('smith', ['Republicans vs democrats', 'Border/community/family']), ('learning', ['Border/community/family', 'Infrastructure/job/energy']), ('loss', ['Border/community/family']), ('emory', ['Republicans vs democrats']), ('carlos', ['News/radio/livestream']), ('effect', ['Border/community/family', 'Republicans vs democrats']), ('del', ['Border/community/family']), ('rio', ['Border/community/family']), ('interim', ['Infrastructure/job/energy']), ('lasting', ['Border/community/family', 'Abortion/rights/guns']), ('dean', ['War']), ('foresee', ['Abortion/rights/guns']), ('isolationism', ['Republicans vs democrats']), ('ucsf', ['Border/community/family'])]"
RyanBinkley,2023-07-04 04:07:50+00:00,5,Border/community/family,0.76556265,positive,0.9855764508247375,joy,0.849383533000946,3.0,News/radio/livestream,0.14057802,We are having a great night in Des Moines celebrating our nation and our freedom 🇺🇸 #Believe #TheWayToFreedom #Binkley2024 https://t.co/Jea8QMm2uZ,having great night  moines celebrating nation freedom,"[('freedom', [5]), ('great', [5]), ('night', [5]), ('celebrating', [5]), ('having', [5]), ('nation', [5]), ('moines', [3])]","[('freedom', ['Border/community/family']), ('great', ['Border/community/family']), ('night', ['Border/community/family']), ('celebrating', ['Border/community/family']), ('having', ['Border/community/family']), ('nation', ['Border/community/family']), ('moines', ['News/radio/livestream'])]"
TulsiGabbard,2023-07-04 13:03:17+00:00,5,Border/community/family,0.48518816,positive,0.967808187007904,joy,0.6229794025421143,2.0,War,0.34336036,"As we celebrate #IndependenceDay, the profound words that shaped our great nation light our path forward: ""We hold these truths to be self-evident: that all men are created equal; that they are endowed by their Creator with certain unalienable rights; that among these are life, liberty, and the pursuit of happiness."" #Happy4thofJuly",celebrate profound word shaped great nation light path forward hold truth self evident men created equal endowed creator certain unalienable right life liberty pursuit happiness,"[('right', [7, 2]), ('truth', [2, 7]), ('life', [5, 2]), ('men', [5, 2]), ('great', [5, 2]), ('celebrate', [5, 7]), ('word', [2, 5]), ('created', [5, 7]), ('forward', [5, 7]), ('hold', [5, 7]), ('nation', [5, 7]), ('profound', [5]), ('self', [2, 5]), ('certain', [2]), ('liberty', [5, 7]), ('light', [5, 7]), ('pursuit', [5, 2]), ('equal', [7]), ('path', [7, 2]), ('happiness', [5]), ('evident', [2]), ('creator', [2]), ('shaped', [5]), ('unalienable', [2]), ('endowed', [2])]","[('right', ['Abortion/rights/guns', 'War']), ('truth', ['War', 'Abortion/rights/guns']), ('life', ['Border/community/family', 'War']), ('men', ['Border/community/family', 'War']), ('great', ['Border/community/family', 'War']), ('celebrate', ['Border/community/family', 'Abortion/rights/guns']), ('word', ['War', 'Border/community/family']), ('created', ['Border/community/family', 'Abortion/rights/guns']), ('forward', ['Border/community/family', 'Abortion/rights/guns']), ('hold', ['Border/community/family', 'Abortion/rights/guns']), ('nation', ['Border/community/family', 'Abortion/rights/guns']), ('profound', ['Border/community/family']), ('self', ['War', 'Border/community/family']), ('certain', ['War']), ('liberty', ['Border/community/family', 'Abortion/rights/guns']), ('light', ['Border/community/family', 'Abortion/rights/guns']), ('pursuit', ['Border/community/family', 'War']), ('equal', ['Abortion/rights/guns']), ('path', ['Abortion/rights/guns', 'War']), ('happiness', ['Border/community/family']), ('evident', ['War']), ('creator', ['War']), ('shaped', ['Border/community/family']), ('unalienable', ['War']), ('endowed', ['War'])]"
Mike_Pence,2023-07-04 13:48:00+00:00,5,Border/community/family,0.937463,positive,0.9847997426986694,joy,0.9119077324867249,,,,"Happy Independence Day, America! @KarenPence and I wish you a joyful day celebrating Freedom in this one Nation under God with your family and friends! 🇺🇸 https://t.co/HPOsxkBapQ",happy independence day america wish joyful day celebrating freedom nation god family friend,"[('freedom', [5]), ('america', [5]), ('god', [5]), ('day', [5]), ('family', [5]), ('friend', [5]), ('celebrating', [5]), ('nation', [5]), ('independence', [5]), ('wish', [5]), ('happy', [5]), ('joyful', [5])]","[('freedom', ['Border/community/family']), ('america', ['Border/community/family']), ('god', ['Border/community/family']), ('day', ['Border/community/family']), ('family', ['Border/community/family']), ('friend', ['Border/community/family']), ('celebrating', ['Border/community/family']), ('nation', ['Border/community/family']), ('independence', ['Border/community/family']), ('wish', ['Border/community/family']), ('happy', ['Border/community/family']), ('joyful', ['Border/community/family'])]"
SenTuberville,2023-07-04 14:00:44+00:00,5,Border/community/family,0.5960341,positive,0.950308084487915,joy,0.6324346661567688,7.0,Abortion/rights/guns,0.19862813,"Today we mark the 247th year of our Independence. This Fourth of July, let’s honor those who sacrificed to give us the greatest and freest nation in history. And let’s resolve to fulfill the ideals of our Founders, ensuring freedom for future generations. https://t.co/HHpGIXUyxw",today mark  year independence fourth july let honor sacrificed greatest freest nation history let resolve fulfill ideal founder ensuring freedom future generation,"[('freedom', [7, 5]), ('today', [5, 7]), ('year', [5, 1]), ('let', [5, 7]), ('history', [5, 7]), ('future', [5, 1]), ('honor', [5, 7]), ('mark', [5, 7]), ('generation', [5, 7]), ('nation', [5, 1]), ('greatest', [5, 1]), ('july', [5, 1]), ('independence', [5, 1]), ('fourth', [5, 1]), ('founder', [7, 1]), ('fulfill', [1]), ('resolve', [5]), ('sacrificed', [1]), ('ensuring', [7, 1]), ('ideal', [5, 7]), ('freest', [7])]","[('freedom', ['Abortion/rights/guns', 'Border/community/family']), ('today', ['Border/community/family', 'Abortion/rights/guns']), ('year', ['Border/community/family', 'American/economics/health']), ('let', ['Border/community/family', 'Abortion/rights/guns']), ('history', ['Border/community/family', 'Abortion/rights/guns']), ('future', ['Border/community/family', 'American/economics/health']), ('honor', ['Border/community/family', 'Abortion/rights/guns']), ('mark', ['Border/community/family', 'Abortion/rights/guns']), ('generation', ['Border/community/family', 'Abortion/rights/guns']), ('nation', ['Border/community/family', 'American/economics/health']), ('greatest', ['Border/community/family', 'American/economics/health']), ('july', ['Border/community/family', 'American/economics/health']), ('independence', ['Border/community/family', 'American/economics/health']), ('fourth', ['Border/community/family', 'American/economics/health']), ('founder', ['Abortion/rights/guns', 'American/economics/health']), ('fulfill', ['American/economics/health']), ('resolve', ['Border/community/family']), ('sacrificed', ['American/economics/health']), ('ensuring', ['Abortion/rights/guns', 'American/economics/health']), ('ideal', ['Border/community/family', 'Abortion/rights/guns']), ('freest', ['Abortion/rights/guns'])]"
RobertKennedyJr,2023-07-04 14:01:00+00:00,5,Border/community/family,0.66354626,neutral,0.918822705745697,fear,0.6736171841621399,6.0,Election/debate,0.26131317,Check out my latest podcast with Col. Douglas Macgregor on violence in France and Ukraine. https://t.co/Z1Lw1kb26g,check latest podcast col douglas macgregor violence france ukraine,"[('ukraine', [5, 6]), ('douglas', [5]), ('violence', [5]), ('latest', [6, 5]), ('check', [6, 5]), ('podcast', [6]), ('france', [5]), ('col', [5]), ('macgregor', [5])]","[('ukraine', ['Border/community/family', 'Election/debate']), ('douglas', ['Border/community/family']), ('violence', ['Border/community/family']), ('latest', ['Election/debate', 'Border/community/family']), ('check', ['Election/debate', 'Border/community/family']), ('podcast', ['Election/debate']), ('france', ['Border/community/family']), ('col', ['Border/community/family']), ('macgregor', ['Border/community/family'])]"
_Britt_Martinez,2023-07-04 14:54:37+00:00,5,Border/community/family,0.49594906,positive,0.944495975971222,joy,0.9467456936836244,3.0,News/radio/livestream,0.15217116,"Congrats to the @WHSVikingPride regiment from Kern County who will be performing during the National Independence Day Parade in Washington, D.C. today! They were nominated by @SpeakerMcCarthy on behalf of the CA-20. https://t.co/c4kGq5AcWM",congrats regiment kern county performing national independence day parade washington   today nominated behalf,"[('national', [5, 7]), ('today', [5, 7]), ('day', [5, 1]), ('washington', [5, 4]), ('county', [5, 4]), ('behalf', [5, 4]), ('independence', [5, 1]), ('parade', [3]), ('performing', [4]), ('kern', [1]), ('nominated', [7]), ('congrats', [5, 7]), ('regiment', [3])]","[('national', ['Border/community/family', 'Abortion/rights/guns']), ('today', ['Border/community/family', 'Abortion/rights/guns']), ('day', ['Border/community/family', 'American/economics/health']), ('washington', ['Border/community/family', 'Republicans vs democrats']), ('county', ['Border/community/family', 'Republicans vs democrats']), ('behalf', ['Border/community/family', 'Republicans vs democrats']), ('independence', ['Border/community/family', 'American/economics/health']), ('parade', ['News/radio/livestream']), ('performing', ['Republicans vs democrats']), ('kern', ['American/economics/health']), ('nominated', ['Abortion/rights/guns']), ('congrats', ['Border/community/family', 'Abortion/rights/guns']), ('regiment', ['News/radio/livestream'])]"
JohnBoozman,2023-07-04 15:00:03+00:00,5,Border/community/family,0.9270485,positive,0.989179253578186,joy,0.8784550428390503,6.0,Election/debate,0.010425216,Happy Independence Day! I hope you enjoy this time celebrating our nation’s birthday with friends and family. 🇺🇸 https://t.co/uMhkG1eBjh,happy independence day hope enjoy time celebrating nation birthday friend family,"[('day', [5]), ('time', [5]), ('enjoy', [5]), ('hope', [5]), ('family', [5]), ('friend', [5]), ('celebrating', [5]), ('nation', [5]), ('independence', [5]), ('happy', [5]), ('birthday', [5])]","[('day', ['Border/community/family']), ('time', ['Border/community/family']), ('enjoy', ['Border/community/family']), ('hope', ['Border/community/family']), ('family', ['Border/community/family']), ('friend', ['Border/community/family']), ('celebrating', ['Border/community/family']), ('nation', ['Border/community/family']), ('independence', ['Border/community/family']), ('happy', ['Border/community/family']), ('birthday', ['Border/community/family'])]"
SenKevinCramer,2023-07-04 15:00:28+00:00,5,Border/community/family,0.9203992,positive,0.9880642294883728,joy,0.8843804001808167,7.0,Abortion/rights/guns,0.011378052,Wishing everyone a safe &amp; happy Independence Day! 🇺🇸 We're blessed to live in a country with so many freedoms and opportunities. https://t.co/WAUWgZIX6a,wishing safe happy independence day blessed live country freedom opportunity,"[('freedom', [5]), ('day', [5]), ('country', [5]), ('safe', [5]), ('opportunity', [5]), ('live', [5]), ('independence', [5]), ('happy', [5]), ('wishing', [5]), ('blessed', [5])]","[('freedom', ['Border/community/family']), ('day', ['Border/community/family']), ('country', ['Border/community/family']), ('safe', ['Border/community/family']), ('opportunity', ['Border/community/family']), ('live', ['Border/community/family']), ('independence', ['Border/community/family']), ('happy', ['Border/community/family']), ('wishing', ['Border/community/family']), ('blessed', ['Border/community/family'])]"
